true,animals,cities,companies,elements,facts,generated,inventions
0.7937108,0.91686,0.6491469,0.61907476,0.6955877,0.78531164,0.7646633,0.6939734
0.84205174,0.9152661,0.6998386,0.675393,0.734429,0.8314769,0.79495925,0.74333596
0.818915,0.9063804,0.64710534,0.6466001,0.73201036,0.8333974,0.7523009,0.7198996
0.7813998,0.9038436,0.6180757,0.6084462,0.68520105,0.78228664,0.73541886,0.6871203
0.8606263,0.9299826,0.7304789,0.6878407,0.7157134,0.85072803,0.8254544,0.75881064
0.83315504,0.89913446,0.6975868,0.6406025,0.72683465,0.8365988,0.7697607,0.72971857
0.82284015,0.91203725,0.67511487,0.6695708,0.7080091,0.7935257,0.77069986,0.7295872
0.7890097,0.91331905,0.6160678,0.61789834,0.67344403,0.8055471,0.74049854,0.7070729
0.7982814,0.9011677,0.6559708,0.6255731,0.6800158,0.7869454,0.7502425,0.6812725
0.8177624,0.87712204,0.67036414,0.6733488,0.7020557,0.7982351,0.7582284,0.7279817
0.8411813,0.91447246,0.6944895,0.6910272,0.7216421,0.81207514,0.79006076,0.7445903
0.7909538,0.89226544,0.6283952,0.61253214,0.6862198,0.8114342,0.73124874,0.70179653
0.85239816,0.8922303,0.7172033,0.66364896,0.7516726,0.85303146,0.78707683,0.75160486
0.74063283,0.8608999,0.5980924,0.5922335,0.629223,0.7115278,0.69911826,0.668196
0.8293033,0.92597836,0.6863067,0.63791007,0.70673144,0.8327344,0.7927381,0.7302551
0.81240094,0.9009971,0.6445374,0.6599815,0.71139014,0.78648067,0.74114406,0.7352391
0.8210008,0.9046171,0.67252177,0.65468216,0.70238113,0.8060224,0.774423,0.7314355
0.75119996,0.9047876,0.5836947,0.5707312,0.6574805,0.7739362,0.71399766,0.6751373
0.8188267,0.9207908,0.66309977,0.6430001,0.720449,0.8241304,0.7651477,0.72843826
0.8002212,0.8761811,0.6330843,0.6516247,0.70077074,0.78763175,0.73112,0.72207457
0.80290973,0.8852366,0.66466117,0.6303079,0.691211,0.7950929,0.7545787,0.6840609
0.7877608,0.87406576,0.6457045,0.61650294,0.6799144,0.7808089,0.7314836,0.6694844
0.841923,0.88204044,0.7093736,0.6760087,0.7224233,0.83122706,0.7817612,0.7331094
0.83580035,0.9318843,0.69498885,0.67006737,0.70391726,0.82829523,0.79762185,0.72920406
0.79830194,0.90831506,0.6398365,0.6313424,0.7038864,0.795558,0.750577,0.6967412
0.7870499,0.8729607,0.646963,0.62130183,0.66501313,0.7814659,0.73431087,0.67248315
0.84354883,0.9123171,0.7046798,0.67685026,0.746176,0.8217288,0.7883071,0.7249916
0.79685605,0.89440995,0.62571585,0.622646,0.70369744,0.8174761,0.7386918,0.71677125
0.77687126,0.8971012,0.61707485,0.61099005,0.6840396,0.78566676,0.7378663,0.691067
0.78176594,0.8832304,0.63171756,0.630713,0.68067926,0.7659126,0.7279061,0.68729305
0.8210932,0.914181,0.6771985,0.653046,0.72160864,0.7997618,0.7785637,0.71862376
0.82212037,0.87997985,0.67090094,0.6445297,0.71480596,0.83483887,0.7551644,0.7337336
0.7858094,0.8963709,0.62945545,0.62122905,0.7014108,0.7888948,0.7419813,0.6972767
0.8320489,0.88466704,0.713959,0.6656085,0.7007679,0.8075781,0.7979751,0.7342304
0.78531975,0.9002682,0.6259258,0.5974121,0.69108665,0.8419063,0.7398874,0.73631424
0.81399775,0.8861537,0.6628225,0.666133,0.71269774,0.7883558,0.75240636,0.72705656
0.8358217,0.91545045,0.7027893,0.64726263,0.7367531,0.8511125,0.7788988,0.7453604
0.78924835,0.8822216,0.637392,0.6249002,0.68012637,0.7845547,0.7321547,0.6636921
0.7593205,0.8885332,0.6169517,0.58576953,0.64273626,0.7490953,0.7278389,0.6672592
0.8054383,0.89505947,0.66087055,0.6263233,0.69546527,0.7990682,0.7464514,0.6878344
0.8059365,0.91750205,0.63743114,0.63421655,0.692705,0.8210122,0.75640154,0.71610177
0.8377131,0.8942717,0.68014383,0.6723958,0.75051785,0.8374292,0.77695924,0.7470149
0.82526386,0.87498915,0.67851967,0.6702186,0.7213072,0.81912065,0.7713378,0.7452247
0.78373873,0.87307703,0.62712055,0.6396421,0.680874,0.7588486,0.7419299,0.70144945
0.7999639,0.9069946,0.63243294,0.6314614,0.70558673,0.80769753,0.75039154,0.69438994
0.72868717,0.83820355,0.57488763,0.5369457,0.71805626,0.77099633,0.6874534,0.67425877
0.7500915,0.8898741,0.5884062,0.5766648,0.6374802,0.76481724,0.7192768,0.68026584
0.8095099,0.91006875,0.6633302,0.6263001,0.7323702,0.81075764,0.7399033,0.7082341
0.7526745,0.84033066,0.60834354,0.5458454,0.7486161,0.8103488,0.7000755,0.69715476
0.80195427,0.90667117,0.64737946,0.6211494,0.71438134,0.8007949,0.7465665,0.690418
0.8257873,0.8972806,0.7186092,0.6329037,0.722981,0.8505047,0.78873444,0.7421819
0.8212234,0.90972066,0.6678759,0.6433128,0.70546484,0.8330531,0.7694716,0.7295544
0.8286773,0.9169849,0.684392,0.65311575,0.69802225,0.8325522,0.7879026,0.73968744
0.78880024,0.89058435,0.6179488,0.63025856,0.70091873,0.7819294,0.7332871,0.70287204
0.84753615,0.9299015,0.70321524,0.6622747,0.7474079,0.84054863,0.7874714,0.7360747
0.8289546,0.8927152,0.70561963,0.651054,0.6990866,0.8292378,0.8103223,0.7344949
0.85226965,0.8682246,0.7485596,0.6645214,0.7249959,0.8694111,0.80398977,0.76965654
0.7131522,0.8702875,0.550681,0.5404993,0.60593724,0.7314075,0.6868069,0.6387496
0.8020499,0.8511708,0.682674,0.60576856,0.6937916,0.8518517,0.75694525,0.7269495
0.7556894,0.8835937,0.6068932,0.6034657,0.64005524,0.7313361,0.7094967,0.6828155
0.7624986,0.89402914,0.6283207,0.59490323,0.64082825,0.74114454,0.73138225,0.6588961
0.8631145,0.951488,0.72674227,0.68579555,0.7447274,0.85448813,0.8151866,0.7567211
0.82673204,0.87528646,0.69201916,0.658687,0.69946456,0.8281833,0.78797996,0.73566806
0.84563184,0.9255193,0.7199619,0.67547697,0.72933847,0.8196721,0.7960589,0.74322766
0.8498483,0.9037409,0.73008513,0.6872061,0.7305396,0.825103,0.8031094,0.7483474
0.82830304,0.9258019,0.68819624,0.6466726,0.7271165,0.8302169,0.76788265,0.7155222
0.8060186,0.8795779,0.6863606,0.60358953,0.70140076,0.842973,0.77157027,0.7390233
0.8317438,0.92744243,0.68421245,0.65933055,0.70787865,0.8534,0.79068995,0.7699199
0.8001103,0.91728884,0.65073967,0.6363424,0.68372416,0.8000549,0.7577837,0.7152452
0.8376643,0.8950125,0.7223145,0.6697676,0.7254466,0.81790763,0.79213715,0.7363318
0.7841897,0.91117024,0.6317844,0.62333715,0.6670464,0.7708172,0.7562661,0.6888882
0.78244317,0.9035068,0.6176054,0.61990106,0.6936821,0.78629935,0.7448727,0.6961368
0.7865281,0.85931635,0.6379343,0.62719285,0.69160545,0.78458375,0.7370068,0.6988982
0.8512181,0.9153394,0.7327821,0.6677457,0.7410226,0.84104943,0.7965907,0.7569541
0.81878686,0.9126239,0.6913696,0.6299801,0.70342946,0.8166733,0.7714267,0.7242006
0.8136846,0.90173453,0.6663685,0.6359011,0.7094867,0.8099717,0.74949884,0.69688475
0.67852706,0.7985653,0.5188588,0.49554497,0.6910629,0.7166457,0.6350285,0.61719173
0.7441357,0.7851219,0.5820534,0.57840157,0.6863345,0.772089,0.6741046,0.6367331
0.8447969,0.9331671,0.71602595,0.6621852,0.73637307,0.8416649,0.7974252,0.75435936
0.8060195,0.8883453,0.66447216,0.6379684,0.6902511,0.8022227,0.7519465,0.6845478
0.74260056,0.8849446,0.57755655,0.56099737,0.6403569,0.76508164,0.7080219,0.66252613
0.79492986,0.90309906,0.6602672,0.6256751,0.6701826,0.776553,0.7607542,0.6937921
0.8175639,0.8969102,0.67158425,0.6523616,0.7036272,0.8065939,0.7673857,0.6948902
0.8412626,0.9073329,0.73039174,0.64291114,0.71008706,0.84672344,0.8153286,0.7607267
0.8608477,0.91352636,0.7299855,0.6886046,0.74567956,0.8441644,0.8064742,0.75153327
0.7936831,0.9038042,0.6379966,0.6188277,0.68958837,0.7884669,0.7411046,0.67860126
0.8177932,0.89038014,0.6549786,0.66937673,0.7323436,0.80782616,0.7609784,0.7373625
0.7502161,0.84509826,0.5950034,0.5523397,0.742437,0.8017215,0.69888365,0.70022595
0.8545927,0.89661694,0.7363439,0.68263245,0.7360691,0.8397752,0.80304694,0.7588757
0.8094171,0.9103654,0.64931095,0.6499491,0.7200201,0.80646646,0.75965744,0.7199241
0.7921569,0.9047196,0.64244545,0.6084769,0.6860962,0.7907274,0.74208975,0.68139136
0.8232908,0.89429474,0.6770723,0.6196046,0.7423996,0.8486479,0.75493246,0.7289918
0.84391135,0.9050472,0.72832245,0.6368164,0.72058463,0.85744673,0.8104937,0.7584798
0.82608724,0.90030503,0.6737974,0.6591519,0.72150016,0.81488174,0.7592336,0.70085186
0.726431,0.8291296,0.57723314,0.5254692,0.71665055,0.77871037,0.67817736,0.6766791
0.8208623,0.90931135,0.68065596,0.6509823,0.7127671,0.8068037,0.7777527,0.73766977
0.82612336,0.91771084,0.68229926,0.6502838,0.71175945,0.8167307,0.7688287,0.710114
0.8294983,0.92264247,0.6777718,0.64942086,0.72733927,0.838713,0.76394004,0.7225201
0.8151325,0.9260436,0.67214084,0.6182647,0.71591043,0.8254668,0.7606504,0.7313533
0.82838285,0.86393416,0.6916046,0.6448344,0.73272884,0.8453609,0.75593716,0.7266834
0.7777442,0.88937956,0.63160205,0.62338066,0.663,0.7559631,0.7383909,0.68697715
0.81641024,0.89571226,0.6556002,0.63672495,0.7059099,0.83923924,0.7595397,0.7461492
0.75801784,0.8911021,0.6027268,0.56896466,0.6596204,0.8049642,0.72236955,0.7103821
0.84300137,0.891785,0.71991336,0.6444472,0.73482096,0.84469974,0.782378,0.74271727
0.8444474,0.930483,0.7028032,0.64973974,0.73863983,0.8453035,0.7818768,0.73922026
0.78438294,0.87380445,0.63019556,0.63043785,0.6783266,0.77318966,0.71919024,0.7007522
0.72367394,0.849986,0.59323597,0.5655732,0.60522,0.7045299,0.7107575,0.6367127
0.73660094,0.8683121,0.6156224,0.5572928,0.6265042,0.7294171,0.7259238,0.6476487
0.8149009,0.9291256,0.6638119,0.63851047,0.69897103,0.80047214,0.76192725,0.70422393
0.77024627,0.8747881,0.6072744,0.6263126,0.6640747,0.7509688,0.7111902,0.70021284
0.8289575,0.9062233,0.6896901,0.6586236,0.7131042,0.8145346,0.7712344,0.7082284
0.7889376,0.9186511,0.6174578,0.6079544,0.6935952,0.80615616,0.72924626,0.6934988
0.8005342,0.9210913,0.6451007,0.61892056,0.6822669,0.8133112,0.7535797,0.7179754
0.7792697,0.88453805,0.6090662,0.6040944,0.6874248,0.80973446,0.7259301,0.69969785
0.8435605,0.93555045,0.6865282,0.66432345,0.72224826,0.84846157,0.7953552,0.75075126
0.82019997,0.93480814,0.6601375,0.62786615,0.70426,0.8464184,0.7699973,0.7356765
0.69889855,0.7960768,0.55064,0.49983907,0.71123993,0.7568107,0.64872515,0.6559727
0.83298326,0.92177194,0.6928389,0.6545563,0.7168137,0.82153934,0.7884146,0.7244435
0.8338772,0.9153147,0.6775871,0.66978335,0.7254967,0.83909786,0.7801045,0.7396362
0.80631363,0.888034,0.66046214,0.6604333,0.6942589,0.78210783,0.7465456,0.7184629
0.8139071,0.90248466,0.6576046,0.63932854,0.6946722,0.82778156,0.76263994,0.73083067
0.7966645,0.91504,0.6278172,0.6240603,0.7020307,0.80130696,0.7321074,0.6929995
0.82130533,0.89128906,0.6855763,0.6545185,0.7023862,0.8044981,0.7707939,0.71794516
0.80566764,0.88776374,0.6490112,0.65975404,0.7083581,0.78257763,0.7316312,0.7186419
0.8288989,0.91280043,0.684965,0.6421921,0.7207113,0.83877033,0.7887692,0.7316644
0.74296916,0.89119166,0.5914443,0.577363,0.6317728,0.72873914,0.7084944,0.6533692
0.67830545,0.7777889,0.53386444,0.48405266,0.692771,0.7390777,0.6322243,0.6377548
0.7823231,0.8792673,0.6193139,0.639802,0.6700456,0.76828754,0.7206679,0.7079514
0.8206798,0.9119327,0.678285,0.64701444,0.71325636,0.81213284,0.76542866,0.7034193
0.81704247,0.9214537,0.6867956,0.64020586,0.7054431,0.7997865,0.777218,0.7082425
0.84043974,0.8948147,0.698051,0.65200067,0.7468698,0.8495903,0.77818805,0.74056435
0.80335826,0.8904164,0.626806,0.62705505,0.7148592,0.82163566,0.7331387,0.72232634
0.7996702,0.886118,0.65066475,0.59264815,0.77293015,0.8391692,0.7460545,0.7315408
0.8418381,0.9222302,0.70024633,0.6425593,0.7340071,0.8442177,0.7871931,0.7395115
0.7797885,0.86702937,0.64763343,0.6205586,0.6708809,0.7870119,0.75462556,0.698987
0.7460441,0.82881784,0.5913585,0.5480955,0.7377676,0.81900674,0.6941647,0.69602793
0.78801537,0.9091212,0.6276356,0.60674405,0.6788291,0.79939336,0.74586093,0.6926688
0.81988233,0.83422637,0.7105195,0.68419635,0.691856,0.81239027,0.79238915,0.7465514
0.84235144,0.89993954,0.7267101,0.650131,0.7224529,0.84908307,0.81067324,0.76324594
0.77605605,0.9210149,0.61296415,0.59629595,0.66997886,0.79256475,0.7354804,0.6945021
0.7618616,0.908621,0.5984746,0.5815862,0.65560544,0.779588,0.7200178,0.67553085
0.8333225,0.91486526,0.7052152,0.6596347,0.7146046,0.8130799,0.7902279,0.7255616
0.8260356,0.92077994,0.6777652,0.641567,0.7046076,0.8601525,0.7828132,0.7715709
0.83460546,0.861398,0.71242785,0.6976583,0.7256583,0.7868405,0.77784246,0.733521
0.8371961,0.9136894,0.6868509,0.6721691,0.73060346,0.8233133,0.77065194,0.7159176
0.7834048,0.85260314,0.65308595,0.6243309,0.65900445,0.77349734,0.7411252,0.6658215
0.86286116,0.9196814,0.7316686,0.6909438,0.73696494,0.8452122,0.81305754,0.7544285
0.8318141,0.91207814,0.67418164,0.67019534,0.7269088,0.8373724,0.7714688,0.7361305
0.8573619,0.93706244,0.7309997,0.6662692,0.7349102,0.85165846,0.81054103,0.7566907
0.8175278,0.8689357,0.66151834,0.67189705,0.7102278,0.8134111,0.74660957,0.73551613
0.8373971,0.93222964,0.7029516,0.6671101,0.72701526,0.8173196,0.7950652,0.72353834
0.78693026,0.91269606,0.6195317,0.6060386,0.6836465,0.79959255,0.7394049,0.70949334
0.8442952,0.89381117,0.69274646,0.66399974,0.7334653,0.86026835,0.77638435,0.76646006
0.8454675,0.8759897,0.70716435,0.6842166,0.74463797,0.8361992,0.7824769,0.7325601
0.82258064,0.93089485,0.6646136,0.6484068,0.709257,0.8202723,0.7672008,0.71841276
0.8166027,0.9189615,0.6860939,0.63775194,0.69711494,0.7975733,0.77936584,0.71769714
0.7885778,0.8961502,0.64946544,0.623672,0.6715211,0.7881676,0.7585159,0.6876069
0.80573314,0.88465583,0.659003,0.64474654,0.71750253,0.7978085,0.7621965,0.7146035
0.81457376,0.9147229,0.6550719,0.62908876,0.7032128,0.8593808,0.759187,0.75218093
0.81673086,0.91170585,0.6555582,0.63772714,0.70616233,0.8289219,0.757905,0.72559357
0.652607,0.7670977,0.5011047,0.45176905,0.6732892,0.71588063,0.60482275,0.60719705
0.77904457,0.9159045,0.62331575,0.60854834,0.6670619,0.77740216,0.73819304,0.68059695
0.8121792,0.9073394,0.6593158,0.63857174,0.70530844,0.80490774,0.7501659,0.69916016
0.8471774,0.9233962,0.7267119,0.66871166,0.7226706,0.836779,0.8047762,0.7514664
0.6737822,0.76536417,0.53514,0.4752784,0.6869145,0.74218416,0.6289536,0.63639975
0.75065804,0.8805909,0.5865866,0.5752996,0.66311556,0.77555466,0.707518,0.6701587
0.79140073,0.91508454,0.65155715,0.61591244,0.6807404,0.7736125,0.75617063,0.6968927
0.83262336,0.91744715,0.7110442,0.6459683,0.7160451,0.8174969,0.7817025,0.73323303
0.78852,0.8710323,0.6366184,0.6278032,0.68164253,0.7934466,0.7274493,0.6718946
0.76670927,0.8878181,0.6109781,0.6138978,0.66793245,0.7481932,0.7167481,0.69655484
0.8511832,0.9254339,0.7061374,0.66683596,0.75598365,0.846063,0.7941395,0.7363564
0.78757954,0.9063377,0.6261655,0.62049973,0.6923137,0.79271126,0.74323475,0.69848627
0.7851641,0.9112262,0.61279523,0.593569,0.6927817,0.8355243,0.7265827,0.7177694
0.7390314,0.85535604,0.58654284,0.5718522,0.6212934,0.7561954,0.7110523,0.6381581
0.7771591,0.8920493,0.6384457,0.6286498,0.6629605,0.7570745,0.7649351,0.68354505
0.815336,0.9072618,0.6771853,0.65299785,0.69262713,0.8062723,0.7939056,0.72158265
0.8422146,0.9033196,0.705162,0.649582,0.73586166,0.84714615,0.7789848,0.74307126
0.77639085,0.8846222,0.6319571,0.6054095,0.6679328,0.7604228,0.72718877,0.68371296
0.7630855,0.8787161,0.5963844,0.60546017,0.6857352,0.74900216,0.7104046,0.68626744
0.7752518,0.8846538,0.62619305,0.61569715,0.67256135,0.77364874,0.7445322,0.6889852
0.81300056,0.88610667,0.6709523,0.6372506,0.7209044,0.8490067,0.75517964,0.7440618
0.8329184,0.9212119,0.6955502,0.66530454,0.70838606,0.8304111,0.8046024,0.73735666
0.8184654,0.88721067,0.66448146,0.67535967,0.71100277,0.795158,0.75131965,0.74628687
0.7929896,0.9170219,0.6363015,0.6186594,0.6862565,0.78928685,0.7421914,0.681985
0.7723025,0.78184843,0.63371706,0.62384105,0.66193044,0.7878718,0.72135913,0.682467
0.8261417,0.9195239,0.68034816,0.6427958,0.7269641,0.8220643,0.75818443,0.7237086
0.70198786,0.8299381,0.53086483,0.56552845,0.6044961,0.6993117,0.65553474,0.65547466
0.80866504,0.88172877,0.6521969,0.66846997,0.71277565,0.7795456,0.7401483,0.72069645
0.8600482,0.89482194,0.7194493,0.687518,0.733793,0.87538016,0.8241533,0.7606648
0.78673613,0.88276756,0.6314063,0.6390091,0.6679293,0.7657189,0.73686063,0.71675134
0.8285604,0.9111942,0.67322993,0.655867,0.7318127,0.82896245,0.7672951,0.70893717
0.81179386,0.8886189,0.6645751,0.64091885,0.6965562,0.8117604,0.75235486,0.6989868
0.8110262,0.8758687,0.6687882,0.6726316,0.68205357,0.801759,0.76207006,0.73146176
0.807703,0.9208493,0.6622248,0.6329293,0.6855499,0.824566,0.7782072,0.74330133
0.8088728,0.91825265,0.6475529,0.6311561,0.71065885,0.8117885,0.7500483,0.6973043
0.8406645,0.89338666,0.72213864,0.6856238,0.71635044,0.8054751,0.79326886,0.7248869
0.781435,0.83287394,0.6632806,0.6088921,0.648147,0.79427207,0.7647778,0.6721715
0.776795,0.8850441,0.6276629,0.6122296,0.6714698,0.7620367,0.72486985,0.69040054
0.7657617,0.8820587,0.60960865,0.612308,0.6627741,0.7625971,0.7328058,0.6885144
0.83756065,0.8990329,0.7113471,0.6745659,0.71295667,0.80950594,0.78610706,0.7327729
0.8391137,0.8893364,0.708274,0.6490952,0.7287092,0.8465754,0.78231096,0.73920447
0.804182,0.9159936,0.6379931,0.6430534,0.68824744,0.8036586,0.7589158,0.71768224
0.767785,0.89948267,0.61104244,0.592082,0.6503315,0.7844509,0.7370711,0.6903459
0.84245145,0.91575515,0.69233125,0.66868275,0.739351,0.84542227,0.78557754,0.7465834
0.83514524,0.93707746,0.6875098,0.6529677,0.7166879,0.8323902,0.7856451,0.7298451
0.7141105,0.7988521,0.57257515,0.5140265,0.7238492,0.7679919,0.6623907,0.6666604
0.83619916,0.8939581,0.6692636,0.66553617,0.7464283,0.8508749,0.76082325,0.74165833
0.83446354,0.8807827,0.6972819,0.6394814,0.73816323,0.8677826,0.7676281,0.74673903
0.86847675,0.9341285,0.7390528,0.7011389,0.73730516,0.8449907,0.8243764,0.7545688
0.79515463,0.9091271,0.6530446,0.6152555,0.6784258,0.79506683,0.7716119,0.7056178
0.7583411,0.9006357,0.5896105,0.5724722,0.6553035,0.7885744,0.7131861,0.67944944
0.8184676,0.9050469,0.67214465,0.638248,0.70994824,0.81362915,0.7620543,0.70459634
0.8087372,0.9036329,0.6600901,0.6290995,0.6999543,0.80740535,0.75376654,0.6895652
0.7571833,0.88239825,0.5996903,0.5941546,0.65580356,0.7533141,0.7169202,0.66231865
0.7820391,0.90262693,0.63037825,0.6159811,0.6779947,0.78311425,0.74176913,0.68927944
0.84842634,0.90311635,0.7144928,0.66562986,0.74613124,0.84558105,0.78566253,0.735752
0.77163893,0.89837587,0.6294764,0.59539366,0.6594915,0.7593633,0.7400116,0.6746086
0.7964026,0.89735615,0.64234614,0.63367474,0.68347824,0.7879003,0.74825674,0.6904385
0.81112874,0.89331406,0.6703888,0.63263303,0.70172024,0.80552745,0.7548858,0.70810616
0.8578833,0.92262524,0.74108934,0.6963655,0.72430146,0.8375116,0.81896186,0.76402605
0.83206385,0.891495,0.68666255,0.6869651,0.70958805,0.80272394,0.77098906,0.74802786
0.80633825,0.91307515,0.6371311,0.6198355,0.69772005,0.8287591,0.74955493,0.72257435
0.75434595,0.8714099,0.59328246,0.6007771,0.6771206,0.756147,0.7171963,0.6770296
0.84452415,0.88006437,0.7165445,0.665719,0.7274493,0.83551204,0.7815354,0.7451373
0.8019857,0.88576317,0.6389116,0.6547233,0.6989993,0.7890023,0.7370611,0.7312185
0.80938685,0.89254165,0.6620662,0.6384742,0.71212107,0.80878407,0.757211,0.6962003
0.85024357,0.90546685,0.72487354,0.6569973,0.7391566,0.8509475,0.8003425,0.7395737
0.8455328,0.9011339,0.731545,0.66335475,0.70784366,0.8400684,0.81205636,0.7364802
0.7617321,0.90771854,0.59323037,0.58416736,0.6604877,0.78837633,0.7174981,0.6849785
0.7704878,0.88004017,0.60844576,0.61129075,0.6973531,0.76867115,0.7280451,0.6903446
0.78504515,0.8892064,0.63448775,0.6131093,0.6826938,0.77805805,0.7376094,0.6912216
0.8227387,0.8575045,0.6989433,0.67567134,0.7095002,0.82701063,0.7941083,0.7521653
0.7839633,0.90152323,0.62398976,0.6015358,0.6784901,0.82807255,0.7414626,0.715044
0.8099123,0.9177833,0.6644249,0.63468117,0.6895972,0.8188743,0.7672125,0.71404535
0.77705926,0.91940296,0.61278033,0.5905603,0.6781199,0.79055136,0.73367584,0.6849011
0.79474753,0.9049207,0.63189745,0.61506546,0.69223446,0.8049552,0.7485863,0.7103504
0.812921,0.89690566,0.67245543,0.6495387,0.6907307,0.79095733,0.767778,0.7161118
0.7867933,0.87864923,0.6413132,0.62299347,0.67433786,0.78583956,0.74383247,0.70159423
0.79003286,0.90301013,0.65947604,0.61825275,0.6709799,0.767743,0.7574563,0.68762374
0.7104584,0.8197557,0.5587727,0.5150609,0.71150243,0.7571946,0.66390896,0.6566106
0.8372003,0.9206727,0.6754671,0.65388864,0.7202275,0.86622757,0.78316927,0.74569225
0.7843081,0.8833213,0.6247493,0.6457679,0.6679398,0.75904197,0.7270057,0.7130386
0.70137745,0.8019423,0.54721856,0.5122208,0.69528913,0.7626494,0.66101366,0.65788484
0.7980944,0.8848224,0.6362252,0.6405364,0.717525,0.799632,0.7534639,0.7136378
